GEM unit/phase ID,GEM location ID,Country/Area,Wiki URL,Plant name,Unit name,Plant name (other),Plant name (local),Owner,Owner GEM Entity ID,Parent,Parent GEM Entity ID,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Conversion to (fuel),Conversion to (GEM unit ID),Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Latitude,Longitude,Location accuracy,Permits,Permit Date,Permit Parsed,Captive,Captive industry use,Captive residential use,China Capacity Payment Recipient,CHP,Plant age (years),Capacity factor,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Annual CO2 (million tonnes / annum),Remaining plant lifetime (years),Lifetime CO2 (million tonnes),province_norm,zone,est_generation_MWh,emis_intensity_t_per_MWh
G100000114921,L100000104619,Indonesia,https://www.gem.wiki/Nanshan_Industrial_Park_power_station,Nanshan Industrial Park power station,Phase IV Unit 8,南山宾坦工业园自备电厂,,PT Bintan Alumina Indonesia,E100000120999,Hong Kong Prime Aluminium Investment Ltd; Nanshan Aluminium International Holdings Ltd; small shareholder(s),E100002015282; E100002015281; E100001015587,150.0,cancelled,2021.0,,,subcritical,unknown,,,,,,Galang Batang,Bintan,Riau Islands,South-eastern Asia,Asia,0.911643,104.6505404,exact,,,,aluminum,power,,,,0,0.55,10442.4,96100,0.76520274295806,35,26.7820960035321,Kepulauan Riau,Sumatra,722700.0,1.0588110460191782
G100000107624,L100000102834,Indonesia,https://www.gem.wiki/Ombilin_power_station,Ombilin power station,Unit 1,翁比林电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,operating,1996.0,,2060.0,subcritical,subbituminous,Sawahlunto,,,bioenergy,,Talawi,Sawahlunto,West Sumatra,South-eastern Asia,Asia,-0.609017,100.753697,exact,,,,,,,,,29,0.55,12182.8,96100,0.5951576889673801,35,20.8305191138583,Sumatera Barat,Sumatra,481800.00000000006,1.235279553689041
G100000107625,L100000102834,Indonesia,https://www.gem.wiki/Ombilin_power_station,Ombilin power station,Unit 2,翁比林电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,operating,1997.0,,2060.0,subcritical,subbituminous,Sawahlunto,,,bioenergy,,Talawi,Sawahlunto,West Sumatra,South-eastern Asia,Asia,-0.609017,100.753697,exact,,,,,,,,,28,0.55,12182.8,96100,0.5951576889673801,35,20.8305191138583,Sumatera Barat,Sumatra,481800.00000000006,1.235279553689041
G100000107720,L100000102726,Indonesia,https://www.gem.wiki/Pacitan_power_station,Pacitan power station,Unit 1,巴齐丹电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],315.0,operating,2011.0,,,subcritical,subbituminous,,,,bioenergy,,Sudimoro,Pacitan,East Java,South-eastern Asia,Asia,-8.257818,111.373558,exact,,,,,,,,,14,0.55,10442.4,96100,1.606925760211926,21,33.74544096445045,Jawa Timur,Jawa-Madura-Bali,1517670.0,1.058811046019178
G100000107721,L100000102726,Indonesia,https://www.gem.wiki/Pacitan_power_station,Pacitan power station,Unit 2,巴齐丹电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],315.0,operating,2011.0,,,subcritical,subbituminous,,,,bioenergy,,Sudimoro,Pacitan,East Java,South-eastern Asia,Asia,-8.257818,111.373558,exact,,,,,,,,,14,0.55,10442.4,96100,1.606925760211926,21,33.74544096445045,Jawa Timur,Jawa-Madura-Bali,1517670.0,1.058811046019178
G100000107730,L100000102728,Indonesia,https://www.gem.wiki/Paiton-1_power_station,Paiton-1 power station,Unit 7,百通电站,,PT Paiton Energy Pte Ltd [100%],E100000121052 [100%],RATCH Group PCL [45.5%]; PT Medco Daya Abadi Lestari [28.5%]; Qatar Electricity and Water Company QPSC [15.6%]; Ras Laffan Operating Company WLL [10.4%],E100000001636 [45.5%]; E100001010774 [28.5%]; E100001000329 [15.6%]; E100001000371 [10.4%],615.0,operating,1999.0,,,subcritical,subbituminous,,,,bioenergy,Bhinor,Paiton,Probolinggo,East Java,South-eastern Asia,Asia,-7.715299,113.585706,exact,,,,,,,,,26,0.55,10442.4,96100,3.137331246128047,9,28.23598121515242,Jawa Timur,Jawa-Madura-Bali,2963070.0,1.0588110460191784
G100000107731,L100000102728,Indonesia,https://www.gem.wiki/Paiton-1_power_station,Paiton-1 power station,Unit 8,百通电站,,PT Paiton Energy Pte Ltd [100%],E100000121052 [100%],RATCH Group PCL [45.5%]; PT Medco Daya Abadi Lestari [28.5%]; Qatar Electricity and Water Company QPSC [15.6%]; Ras Laffan Operating Company WLL [10.4%],E100000001636 [45.5%]; E100001010774 [28.5%]; E100001000329 [15.6%]; E100001000371 [10.4%],615.0,operating,1999.0,,,subcritical,subbituminous,,,,bioenergy,Bhinor,Paiton,Probolinggo,East Java,South-eastern Asia,Asia,-7.715299,113.585706,exact,,,,,,,,,26,0.55,10442.4,96100,3.137331246128047,9,28.23598121515242,Jawa Timur,Jawa-Madura-Bali,2963070.0,1.0588110460191784
G100000107732,L100000102729,Indonesia,https://www.gem.wiki/Paiton-2_power_station,Paiton-2 power station,Unit 1,百通电站,,PT Jawa Power [100%],E100000121032 [100%],Siemens AG [50.0%]; Marubeni Corp [17.5%]; YTL Corporation Bhd [17.5%]; PT Bumipertiwi Tatapradipta [15.0%],E100000000436 [50.0%]; E100000000649 [17.5%]; E100000000707 [17.5%]; E100000121003 [15.0%],660.0,operating,2000.0,,,subcritical,subbituminous,,,,bioenergy,Bhinor,Paiton,Probolinggo,East Java,South-eastern Asia,Asia,-7.715299,113.585706,exact,,,,,,,,,25,0.55,10442.4,96100,3.366892069015465,10,33.66892069015465,Jawa Timur,Jawa-Madura-Bali,3179880.0000000005,1.0588110460191782
G100000107733,L100000102729,Indonesia,https://www.gem.wiki/Paiton-2_power_station,Paiton-2 power station,Unit 2,百通电站,,PT Jawa Power [100%],E100000121032 [100%],Siemens AG [50.0%]; Marubeni Corp [17.5%]; YTL Corporation Bhd [17.5%]; PT Bumipertiwi Tatapradipta [15.0%],E100000000436 [50.0%]; E100000000649 [17.5%]; E100000000707 [17.5%]; E100000121003 [15.0%],660.0,operating,2000.0,,,subcritical,subbituminous,,,,bioenergy,Bhinor,Paiton,Probolinggo,East Java,South-eastern Asia,Asia,-7.715299,113.585706,exact,,,,,,,,,25,0.55,10442.4,96100,3.366892069015465,10,33.66892069015465,Jawa Timur,Jawa-Madura-Bali,3179880.0000000005,1.0588110460191782
G100000107734,L100000102730,Indonesia,https://www.gem.wiki/Paiton-3_power_station,Paiton-3 power station,--,百通电站,,PT Paiton Energy Pte Ltd [100%],E100000121052 [100%],RATCH Group PCL [45.5%]; PT Medco Daya Abadi Lestari [28.5%]; Qatar Electricity and Water Company QPSC [15.6%]; Ras Laffan Operating Company WLL [10.4%],E100000001636 [45.5%]; E100001010774 [28.5%]; E100001000329 [15.6%]; E100001000371 [10.4%],815.0,operating,2012.0,,,supercritical,subbituminous,,,,,Bhinor,Paiton,Probolinggo,East Java,South-eastern Asia,Asia,-7.71446,113.58326,exact,,,,,,,,,13,0.55,9249.900000000001,96100,3.682812261837333,22,81.02186976042134,Jawa Timur,Jawa-Madura-Bali,3926670.0000000005,0.9378970633736302
G100000107736,L100000102721,Indonesia,https://www.gem.wiki/Palangkaraya_power_station,Palangkaraya power station,Unit 1,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],150.0,cancelled,,,,subcritical,unknown,,,,,,Rakumpit,Palangkaraya,Central Kalimantan,South-eastern Asia,Asia,-1.769,113.654,approximate,,,,,,,,,0,0.55,10442.4,96100,0.76520274295806,35,26.7820960035321,Kalimantan Tengah,Kalimantan,722700.0,1.0588110460191782
G100000107737,L100000102721,Indonesia,https://www.gem.wiki/Palangkaraya_power_station,Palangkaraya power station,Unit 2,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],150.0,cancelled,,,,subcritical,unknown,,,,,,Rakumpit,Palangkaraya,Central Kalimantan,South-eastern Asia,Asia,-1.769,113.654,approximate,,,,,,,,,0,0.55,10442.4,96100,0.76520274295806,35,26.7820960035321,Kalimantan Tengah,Kalimantan,722700.0,1.0588110460191782
G100000107744,L100000102788,Indonesia,https://www.gem.wiki/Palu_power_station,Palu power station,Unit 5,"Palu-3, 中苏拉威西巴鲁电站, 帕卢电站",,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],50.0,construction,2025.0,,,subcritical,unknown,,,,,Panau,North Palu,Jeneponto,Central Sulawesi,South-eastern Asia,Asia,-0.733203,119.85592,exact,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,Sulawesi Tengah,Sulawesi,240900.00000000003,1.058811046019178
G100000113216,L100000102788,Indonesia,https://www.gem.wiki/Palu_power_station,Palu power station,Unit 6,"Palu-3, 中苏拉威西巴鲁电站, 帕卢电站",,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],50.0,construction,2025.0,,,subcritical,unknown,,,,,Panau,North Palu,Jeneponto,Central Sulawesi,South-eastern Asia,Asia,-0.733203,119.85592,exact,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,Sulawesi Tengah,Sulawesi,240900.00000000003,1.058811046019178
G100000107756,L100000102769,Indonesia,https://www.gem.wiki/Pangkalan_Susu_power_station,Pangkalan Susu power station,Unit 1,"庞卡兰苏苏电站, 印尼国电棉兰电站二期 (Phase II)",,PT PLN Indonesia Power [100%],E100000003758 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],220.0,operating,2015.0,,,subcritical,unknown,,,,bioenergy,Pasir,Pangkalan Susu,Langkat,North Sumatra,South-eastern Asia,Asia,4.12071,98.25823,exact,,,,,,,,,10,0.55,11312.6,96100,1.215822136033362,25,30.39555340083405,Sumatera Utara,Sumatra,1059960.0000000002,1.1470452998541094
G100000107757,L100000102769,Indonesia,https://www.gem.wiki/Pangkalan_Susu_power_station,Pangkalan Susu power station,Unit 2,"庞卡兰苏苏电站, 印尼国电棉兰电站二期 (Phase II)",,PT PLN Indonesia Power [100%],E100000003758 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],220.0,operating,2014.0,,,subcritical,unknown,,,,bioenergy,Pasir,Pangkalan Susu,Langkat,North Sumatra,South-eastern Asia,Asia,4.12071,98.25823,exact,,,,,,,,,11,0.55,11312.6,96100,1.215822136033362,24,29.17973126480069,Sumatera Utara,Sumatra,1059960.0000000002,1.1470452998541094
G100000107758,L100000102769,Indonesia,https://www.gem.wiki/Pangkalan_Susu_power_station,Pangkalan Susu power station,Unit 3,"庞卡兰苏苏电站, 印尼国电棉兰电站二期 (Phase II)",,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],200.0,operating,2019.0,,,subcritical,unknown,,,,bioenergy,Pasir,Pangkalan Susu,Langkat,North Sumatra,South-eastern Asia,Asia,4.12071,98.25823,exact,,,,,,,,,6,0.55,10442.4,96100,1.02027032394408,29,29.58783939437832,Sumatera Utara,Sumatra,963600.0000000001,1.058811046019178
G100000107759,L100000102769,Indonesia,https://www.gem.wiki/Pangkalan_Susu_power_station,Pangkalan Susu power station,Unit 4,"庞卡兰苏苏电站, 印尼国电棉兰电站二期 (Phase II)",,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],200.0,operating,2019.0,,,subcritical,unknown,,,,bioenergy,Pasir,Pangkalan Susu,Langkat,North Sumatra,South-eastern Asia,Asia,4.12071,98.25823,exact,,,,,,,,,6,0.55,10442.4,96100,1.02027032394408,29,29.58783939437832,Sumatera Utara,Sumatra,963600.0000000001,1.058811046019178
G100000107834,L100000102827,Indonesia,https://www.gem.wiki/Parit_Baru_power_station,Parit Baru power station,Unit 1,"PLN 1 Kalbar, 巴比巴卢电站",,PT Praba Indopersada; China Gezhouba Group Co Ltd,E100000002692; E100000121060,China Energy Engineering Corp Ltd; HKSCC Nominees Ltd; PT Praba Indopersada,E100000000185; E100001000328; E100000121060,50.0,construction,2033.0,,,subcritical,unknown,,,,,Jungkat,Siantan,Pontianak,West Kalimantan,South-eastern Asia,Asia,0.05798,109.20362,exact,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,Kalimantan Barat,Kalimantan,240900.00000000003,1.058811046019178
G100000107835,L100000102827,Indonesia,https://www.gem.wiki/Parit_Baru_power_station,Parit Baru power station,Unit 2,"PLN 1 Kalbar, 巴比巴卢电站",,PT Praba Indopersada; China Gezhouba Group Co Ltd,E100000002692; E100000121060,China Energy Engineering Corp Ltd; HKSCC Nominees Ltd; PT Praba Indopersada,E100000000185; E100001000328; E100000121060,50.0,construction,2033.0,,,subcritical,unknown,,,,,Jungkat,Siantan,Pontianak,West Kalimantan,South-eastern Asia,Asia,0.05798,109.20362,exact,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,Kalimantan Barat,Kalimantan,240900.00000000003,1.058811046019178
G100000107836,L100000102827,Indonesia,https://www.gem.wiki/Parit_Baru_power_station,Parit Baru power station,Unit 3,"PLN 1 Kalbar, 巴比巴卢电站",,PT Praba Indopersada; China Gezhouba Group Co Ltd,E100000002692; E100000121060,China Energy Engineering Corp Ltd; HKSCC Nominees Ltd; PT Praba Indopersada,E100000000185; E100001000328; E100000121060,50.0,shelved,,,,subcritical,unknown,,,,,Jungkat,Siantan,Pontianak,West Kalimantan,South-eastern Asia,Asia,0.05798,109.20362,exact,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,Kalimantan Barat,Kalimantan,240900.00000000003,1.058811046019178
G100000107837,L100000102827,Indonesia,https://www.gem.wiki/Parit_Baru_power_station,Parit Baru power station,Unit 4,"PLN 1 Kalbar, 巴比巴卢电站",,PT Praba Indopersada; China Gezhouba Group Co Ltd,E100000002692; E100000121060,China Energy Engineering Corp Ltd; HKSCC Nominees Ltd; PT Praba Indopersada,E100000000185; E100001000328; E100000121060,50.0,shelved,,,,subcritical,unknown,,,,,Jungkat,Siantan,Pontianak,West Kalimantan,South-eastern Asia,Asia,0.05798,109.20362,exact,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,Kalimantan Barat,Kalimantan,240900.00000000003,1.058811046019178
G100000114182,L100000104572,Indonesia,https://www.gem.wiki/Pati_INTP_power_station,Pati INTP power station,--,,,PT Indocement Tunggal Prakarsa Tbk [100%],E100000003757 [100%],PT Indocement Tunggal Prakarsa Tbk [100.0%],E100000003757 [100.0%],60.0,cancelled,,,,unknown,unknown,,,,,,,Pati,Central Java,South-eastern Asia,Asia,-6.708777,111.020114,approximate,,,,,,,,,0,0.55,10326.0,96100,0.30266925319026,35,10.5934238616591,Jawa Tengah,Jawa-Madura-Bali,289080.0,1.047008624568493
G100000107915,L100000102778,Indonesia,https://www.gem.wiki/Pekanbaru_Tenayan_power_station,Pekanbaru Tenayan power station,Unit 1,Tenayan Raya PLTU,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],110.0,operating,2016.0,,,subcritical,unknown,,,,bioenergy,,Tenayan Raya,Pekanbaru,Riau,South-eastern Asia,Asia,0.56437,101.52345,exact,,,,,,,,,9,0.55,10442.4,96100,0.5611486781692441,26,14.58986563240035,Riau,Sumatra,529980.0000000001,1.058811046019178
G100000107916,L100000102778,Indonesia,https://www.gem.wiki/Pekanbaru_Tenayan_power_station,Pekanbaru Tenayan power station,Unit 2,Tenayan Raya PLTU,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],110.0,operating,2017.0,,,subcritical,unknown,,,,bioenergy,,Tenayan Raya,Pekanbaru,Riau,South-eastern Asia,Asia,0.56437,101.52345,exact,,,,,,,,,8,0.55,10442.4,96100,0.5611486781692441,27,15.15101431056959,Riau,Sumatra,529980.0000000001,1.058811046019178
G100000107917,L100000102819,Indonesia,https://www.gem.wiki/Pelabuhan_Ratu_power_station,Pelabuhan Ratu power station,Unit 1,公主港电站,,PT PLN Indonesia Power [100%],E100000003758 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],350.0,operating,2013.0,,2037.0,subcritical,unknown,,,,bioenergy,,Pelabuhan Ratu,Sukabumi,West Java,South-eastern Asia,Asia,-7.0242,106.5464,exact,,,,,,,,,12,0.55,10442.4,96100,1.785473066902141,12,21.42567680282569,Jawa Barat,Jawa-Madura-Bali,1686300.0000000002,1.0588110460191786
G100000107918,L100000102819,Indonesia,https://www.gem.wiki/Pelabuhan_Ratu_power_station,Pelabuhan Ratu power station,Unit 2,公主港电站,,PT PLN Indonesia Power [100%],E100000003758 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],350.0,operating,2013.0,,2037.0,subcritical,unknown,,,,bioenergy,,Pelabuhan Ratu,Sukabumi,West Java,South-eastern Asia,Asia,-7.0242,106.5464,exact,,,,,,,,,12,0.55,10442.4,96100,1.785473066902141,12,21.42567680282569,Jawa Barat,Jawa-Madura-Bali,1686300.0000000002,1.0588110460191786
G100000107919,L100000102819,Indonesia,https://www.gem.wiki/Pelabuhan_Ratu_power_station,Pelabuhan Ratu power station,Unit 3,公主港电站,,PT PLN Indonesia Power [100%],E100000003758 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],350.0,operating,2013.0,,2037.0,subcritical,unknown,,,,bioenergy,,Pelabuhan Ratu,Sukabumi,West Java,South-eastern Asia,Asia,-7.0242,106.5464,exact,,,,,,,,,12,0.55,10442.4,96100,1.785473066902141,12,21.42567680282569,Jawa Barat,Jawa-Madura-Bali,1686300.0000000002,1.0588110460191786
G100000107928,L100000102779,Indonesia,https://www.gem.wiki/Perawang_Mill_power_station,Perawang Mill power station,Unit 04,,,PT Indah Kiat Pulp & Paper Tbk [100%],E100000121022 [100%],PT Indah Kiat Pulp & Paper Tbk [100.0%],E100000121022 [100.0%],35.0,operating,2009.0,,,subcritical,unknown,,,,,Sinar Mas Perawang mill,Tulang,Siak,Riau,South-eastern Asia,Asia,0.68932,101.61907,exact,,,,pulp & paper,power,,,,16,0.55,11312.6,96100,0.1934262489143985,19,3.675098729373572,Riau,Sumatra,168630.0,1.1470452998541094
G100000107929,L100000102779,Indonesia,https://www.gem.wiki/Perawang_Mill_power_station,Perawang Mill power station,Unit 06,,,PT Indah Kiat Pulp & Paper Tbk [100%],E100000121022 [100%],PT Indah Kiat Pulp & Paper Tbk [100.0%],E100000121022 [100.0%],90.0,operating,2000.0,,,subcritical,unknown,,,,,Sinar Mas Perawang mill,Tulang,Siak,Riau,South-eastern Asia,Asia,0.68932,101.61907,exact,,,,pulp & paper,power,,,,25,0.55,12182.8,96100,0.535641920070642,10,5.35641920070642,Riau,Sumatra,433620.00000000006,1.235279553689041
G100000107930,L100000102779,Indonesia,https://www.gem.wiki/Perawang_Mill_power_station,Perawang Mill power station,Unit 07,,,PT Indah Kiat Pulp & Paper Tbk [100%],E100000121022 [100%],PT Indah Kiat Pulp & Paper Tbk [100.0%],E100000121022 [100.0%],90.0,operating,2000.0,,,subcritical,unknown,,,,,Sinar Mas Perawang mill,Tulang,Siak,Riau,South-eastern Asia,Asia,0.68932,101.61907,exact,,,,pulp & paper,power,,,,25,0.55,12182.8,96100,0.535641920070642,10,5.35641920070642,Riau,Sumatra,433620.00000000006,1.235279553689041
G100000107931,L100000102779,Indonesia,https://www.gem.wiki/Perawang_Mill_power_station,Perawang Mill power station,Unit 08,,,PT Indah Kiat Pulp & Paper Tbk [100%],E100000121022 [100%],PT Indah Kiat Pulp & Paper Tbk [100.0%],E100000121022 [100.0%],90.0,operating,2000.0,,,subcritical,unknown,,,,,Sinar Mas Perawang mill,Tulang,Siak,Riau,South-eastern Asia,Asia,0.68932,101.61907,exact,,,,pulp & paper,power,,,,25,0.55,12182.8,96100,0.535641920070642,10,5.35641920070642,Riau,Sumatra,433620.00000000006,1.235279553689041
G100000107932,L100000102779,Indonesia,https://www.gem.wiki/Perawang_Mill_power_station,Perawang Mill power station,Unit 09,,,PT Indah Kiat Pulp & Paper Tbk [100%],E100000121022 [100%],PT Indah Kiat Pulp & Paper Tbk [100.0%],E100000121022 [100.0%],150.0,operating,2014.0,,,subcritical,unknown,,,,,Sinar Mas Perawang mill,Tualang,Siak,Riau,South-eastern Asia,Asia,0.68932,101.61907,exact,,,,pulp & paper,power,,,,11,0.55,11312.6,96100,0.8289696382045649,24,19.89527131690956,Riau,Sumatra,722700.0,1.1470452998541094
G100000107926,L100000102779,Indonesia,https://www.gem.wiki/Perawang_Mill_power_station,Perawang Mill power station,Unit 10,,,PT Indah Kiat Pulp & Paper Tbk [100%],E100000121022 [100%],PT Indah Kiat Pulp & Paper Tbk [100.0%],E100000121022 [100.0%],150.0,operating,2014.0,,,subcritical,unknown,,,,,Sinar Mas Perawang mill,Tualang,Siak,Riau,South-eastern Asia,Asia,0.68932,101.61907,exact,,,,pulp & paper,power,,,,11,0.55,11312.6,96100,0.8289696382045649,24,19.89527131690956,Riau,Sumatra,722700.0,1.1470452998541094
G100000107927,L100000102779,Indonesia,https://www.gem.wiki/Perawang_Mill_power_station,Perawang Mill power station,Unit 11,,,PT Indah Kiat Pulp & Paper Tbk [100%],E100000121022 [100%],PT Indah Kiat Pulp & Paper Tbk [100.0%],E100000121022 [100.0%],150.0,operating,2014.0,,,subcritical,unknown,,,,,Sinar Mas Perawang mill,Tualang,Siak,Riau,South-eastern Asia,Asia,0.68932,101.61907,exact,,,,pulp & paper,power,,,,11,0.55,11312.6,96100,0.8289696382045649,24,19.89527131690956,Riau,Sumatra,722700.0,1.1470452998541094
